199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1058,1059,1060,1057,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060
247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1106,1107,1108,1105,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108
295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1154,1155,1156,1153,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156
343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,2079,2067,2067,2067,2067,2067,2067,1824,2067,2067,2081,1202,1203,1204,1201,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204
199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,2079,2067,2067,2067,1824,2067,2067,2067,2067,2067,2081,1058,1059,1060,1057,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060
247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1106,1107,1108,1105,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108
295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1154,1155,1156,1153,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156
343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1202,1203,1204,1201,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204
199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,2079,2067,1827,2067,2067,2067,2067,2067,2067,2067,2081,1058,1059,1060,1057,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,2067,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060
247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,2079,2067,2067,2067,2067,2067,1824,2067,2067,2067,2081,1106,1107,1108,1105,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108
295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1154,1155,1156,1153,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156
343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1202,1203,1204,1201,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204
199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1058,1059,1060,1057,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060
247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,2079,2067,2067,2067,2067,2067,2067,2067,1827,2067,2081,1106,1107,1108,1105,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108
295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,2079,2067,2067,2067,1824,2067,2067,2067,2067,2067,2081,1154,1155,1156,1153,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156
343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,2079,2067,2067,2067,2067,2067,2067,2067,2067,2175,2129,1202,1203,1204,1201,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204
199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,2079,2067,2067,2067,2067,2067,2067,2067,2067,2223,2033,1058,1059,1060,1057,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060
247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,250,247,248,249,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1106,1107,1108,1105,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108,1105,1106,1107,1108
295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,298,295,296,297,2079,24,24,24,24,24,24,24,24,24,2081,1154,1155,1156,1153,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156,1153,1154,1155,1156
343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,346,343,344,345,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1202,1203,1204,1201,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204,1201,1202,1203,1204
199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,202,199,200,201,2079,2067,2067,2067,2067,2067,2067,2067,2067,2067,2081,1058,1059,1060,1057,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060,1057,1058,1059,1060
